Subj,Group,Condition,Pred,Match,Start Time,Onset of 1st syllable in character name ,NameLength,Time to respond ,Start time - time to respond,Onset of 1st syllable - time to respond,RT,Response?
9,Adults,1,Pred,Same,1479.869364,5315.624811,715,6262.973313,4783.103949,947.3485017,232.3485017,
9,Adults,1,Pred,Same,1491.734264,5454.895689,959,6509.259174,5017.52491,1054.363485,95.36348541,
9,Adults,1,Pred,Same,1708.272253,5392.753649,1329,6754.081518,5045.809265,1361.327869,32.32786896,
9,Adults,1,Pred,Same,1468.664374,5426.596163,1768,7010.005809,5541.341435,1583.409646,-184.5903542,
10,Adults,1,Pred,Same,1505.912871,5252.797955,399,6388.817247,4882.904376,1136.019292,737.0192923,
10,Adults,1,Pred,Same,1478.092644,5356.09311,447,6503.982385,5025.889741,1147.889275,700.8892753,
10,Adults,1,Pred,Same,1494.974097,5508.953769,1269,7401.207279,5906.233181,1892.25351,623.2535098,
10,Adults,1,Pred,Same,1492.14914,5555.150731,399,6543.698859,5051.549719,988.5481287,589.5481287,
10,Adults,1,Pred,Same,1649.5134,5195.389704,539,6316.826577,4667.313177,1121.436873,582.436873,
10,Adults,1,Pred,Same,1478.8435,5445.112562,775,6780.574545,5301.731045,1335.461984,560.4619839,
10,Adults,1,Pred,Same,1482.259769,5322.190909,863,6690.768264,5208.508495,1368.577356,505.5773557,
10,Adults,1,Pred,Same,1494.171346,5448.387489,1153,7105.801013,5611.629667,1657.413524,504.4135238,
10,Adults,1,Pred,Same,1496.391201,5749.780691,742,6984.148136,5487.756936,1234.367445,492.3674454,
10,Adults,1,Pred,Same,1491.762437,5412.631391,788,6691.889914,5200.127477,1279.258523,491.2585228,
10,Adults,1,Pred,Same,1675.519004,5281.622105,647,6415.0766,4739.557597,1133.454496,486.4544959,
10,Adults,1,Pred,Same,1654.247233,5312.765021,555,6351.424612,4697.177379,1038.659591,483.6595914,
10,Adults,1,Pred,Same,1469.291885,5462.040753,959,6892.840959,5423.549074,1430.800207,471.8002065,
10,Adults,1,Pred,Same,1517.318268,5339.092823,891,6699.02381,5181.705541,1359.930986,468.9309861,
10,Adults,1,Pred,Same,1472.753449,5295.972711,715,6469.724075,4996.970627,1173.751364,458.7513639,
10,Adults,1,Pred,Same,1496.952317,5444.892309,1009,6891.519654,5394.567337,1446.627344,437.6273445,
10,Adults,1,Pred,Same,1497.097287,5456.278217,707,6599.696346,5102.599059,1143.418129,436.4181291,
10,Adults,1,Pred,Same,1635.005985,5437.569325,681,6526.618624,4891.612639,1089.0493,408.0492995,
10,Adults,1,Pred,Same,1648.401137,5254.850522,927,6581.202348,4932.801211,1326.351826,399.3518257,
10,Adults,1,Pred,Same,1645.347953,5268.010813,824,6476.237478,4830.889524,1208.226665,384.2266647,
10,Adults,1,Pred,Same,1644.813114,5389.399631,1329,7081.829975,5437.016861,1692.430344,363.430344,
10,Adults,1,Pred,Same,1476.499166,5434.87684,1768,7515.074647,6038.575481,2080.197807,312.1978072,
10,Adults,1,Pred,Same,1651.445481,5337.375132,810,6438.509741,4787.06426,1101.134609,291.1346095,
10,Adults,1,Pred,Same,1578.222891,5365.405923,948,6565.681444,4987.458553,1200.27552,252.2755202,
11,Adults,1,Pred,Same,1651.165944,5320.096138,555,6369.661355,4718.495411,1049.565217,494.565217,
11,Adults,1,Pred,Same,1497.031076,5556.136251,399,6333.320056,4836.28898,777.183805,378.183805,
11,Adults,1,Pred,Same,1464.737571,5385.070293,788,6547.426524,5082.688953,1162.356231,374.356231,
11,Adults,1,Pred,Same,1460.053665,5207.088744,399,5975.046877,4514.993212,767.9581329,368.9581329,
11,Adults,1,Pred,Same,1669.523539,5277.454025,810,6415.814913,4746.291374,1138.360888,328.3608877,
11,Adults,1,Pred,Same,1494.8424,5792.294757,742,6846.659032,5351.816632,1054.364274,312.3642742,
11,Adults,1,Pred,Same,1518.573761,5396.763499,447,6155.040443,4636.466682,758.2769443,311.2769443,
11,Adults,1,Pred,Same,1481.956324,5322.456461,863,6479.115573,4997.159249,1156.659112,293.6591123,
11,Adults,1,Pred,Same,1646.608033,5457.40335,681,6381.773234,4735.165201,924.369884,243.369884,
11,Adults,1,Pred,Same,1475.911795,5311.383454,715,6262.10156,4786.189765,950.718105,235.718105,
11,Adults,1,Pred,Same,1484.434767,5447.767561,775,6450.315103,4965.880336,1002.547542,227.5475417,
11,Adults,1,Pred,Same,1435.800032,5386.942756,1153,6743.006856,5307.206824,1356.0641,203.0641001,
11,Adults,1,Pred,Same,1644.712533,5257.700522,647,6101.341177,4456.628644,843.6406552,196.6406552,
11,Adults,1,Pred,Same,1476.600789,5437.022912,707,6336.097474,4859.496685,899.0745617,192.0745617,
11,Adults,1,Pred,Same,1475.591527,5295.780991,891,6371.438661,4895.847134,1075.65767,184.6576701,
11,Adults,1,Pred,Same,1640.963255,5248.672374,927,6348.842478,4707.879223,1100.170104,173.1701045,
11,Adults,1,Pred,Same,1665.069883,5411.162235,1329,6900.4584,5235.388516,1489.296165,160.2961648,
11,Adults,1,Pred,Same,1494.36647,5531.985401,1269,6948.732182,5454.365712,1416.746781,147.7467809,
11,Adults,1,Pred,Same,1480.162249,5474.06495,959,6514.713029,5034.55078,1040.648079,81.64807895,
11,Adults,1,Pred,Same,1630.098646,5184.866671,539,5786.530019,4156.431372,601.6633476,62.66334757,
11,Adults,1,Pred,Same,1645.905066,5271.504578,824,6129.94288,4484.037814,858.4383019,34.43830191,
11,Adults,1,Pred,Same,1488.894864,5437.823328,1009,6453.729349,4964.834485,1015.906021,6.90602063,
11,Adults,1,Pred,Same,1652.47699,5378.934512,948,6310.075768,4657.598778,931.1412559,-16.85874409,
11,Adults,1,Pred,Same,1437.765721,5391.706644,1768,6984.538064,5546.772343,1592.831421,-175.1685795,
12,Adults,1,Pred,Same,1481.349522,5338.013602,863,7377.169323,5895.819801,2039.155721,1176.155721,
12,Adults,1,Pred,Same,1500.175063,5373.011087,447,6387.508058,4887.332995,1014.496971,567.4969708,
12,Adults,1,Pred,Same,1497.524277,5242.460285,399,6204.662822,4707.138545,962.2025366,563.2025366,
12,Adults,1,Pred,Same,1457.202998,5379.054332,788,6715.260317,5258.057319,1336.205985,548.2059853,
12,Adults,1,Pred,Same,1491.55837,5306.924002,891,6721.857577,5230.299207,1414.933575,523.9335749,
12,Adults,1,Pred,Same,1502.396557,5463.957235,707,6690.549244,5188.152687,1226.592009,519.592009,
12,Adults,1,Pred,Same,1483.235043,5473.81663,959,6939.525248,5456.290206,1465.708618,506.7086179,
12,Adults,1,Pred,Same,1474.019784,5436.647441,775,6694.280295,5220.260511,1257.632854,482.6328541,
12,Adults,1,Pred,Same,1651.792806,5450.308985,681,6608.527068,4956.734263,1158.218084,477.2180835,
12,Adults,1,Pred,Same,1441.378333,5282.535685,715,6454.032355,5012.654022,1171.49667,456.4966704,
12,Adults,1,Pred,Same,1494.835548,5595.528847,399,6430.586149,4935.750601,835.0573025,436.0573025,
12,Adults,1,Pred,Same,1456.581088,5415.454322,1153,6985.449699,5528.868611,1569.995377,416.9953767,
12,Adults,1,Pred,Same,1668.234455,5269.956827,824,6509.081497,4840.847042,1239.124669,415.1246695,
12,Adults,1,Pred,Same,1677.89652,5282.323288,927,6612.450737,4934.554217,1330.12745,403.1274495,
12,Adults,1,Pred,Same,1489.47627,5455.030425,1009,6864.750544,5375.274274,1409.720119,400.7201187,
12,Adults,1,Pred,Same,1486.298234,5756.447736,742,6851.357864,5365.05963,1094.910129,352.9101287,
12,Adults,1,Pred,Same,1666.046799,5288.816554,647,6285.4349,4619.388101,996.618346,349.618346,
